,Hashtag,WC,CC,FirstDate,Cluster,WC/CC
8542,ourvoiceisourstrength,1,1,Thu Jun 15 16:06:22 2017,1,1.0
8579,totswa,1,1,Sat Sep 16 15:43:33 2017,1,1.0
8612,azboundless,1,1,Mon Jan  9 15:03:34 2017,1,1.0
8617,andnowitwontstop,1,1,Mon Apr 10 16:39:59 2017,1,1.0
8622,toystory4,1,1,Fri Jul 14 21:18:03 2017,1,1.0
8672,sillyweatherforecast,1,1,Thu Nov  9 15:05:08 2017,1,1.0
8673,automated17,1,1,Wed Apr 12 15:40:46 2017,1,1.0
8711,splendanaturals,1,1,Mon Sep 18 15:44:21 2017,1,1.0
8752,kirkcousins,1,1,Mon Jul 17 15:19:09 2017,1,1.0
8798,ifbc17,1,1,Fri Sep 29 15:48:45 2017,1,1.0
8819,bgoshspringsweepstakes,1,1,Fri Mar 24 15:33:10 2017,1,1.0
8881,iridiumnext,1,1,Sat Jan 14 16:05:35 2017,1,1.0
8956,iwannameetniall,1,1,Tue May 30 16:59:59 2017,1,1.0
8972,aaslstandards,1,1,Mon Sep 18 15:44:21 2017,1,1.0
8987,booneama,1,1,Wed Dec  6 16:15:57 2017,1,1.0
9009,goodbyesugar30,1,1,Tue Feb 21 16:20:47 2017,1,1.0
9023,babydoe,1,1,Wed May 31 15:00:21 2017,1,1.0
9052,evictedclt,1,1,Wed Sep 27 20:48:02 2017,1,1.0
9062,pittfab17,1,1,Tue Jun 20 15:08:21 2017,1,1.0
9081,askmickie,1,1,Sun Oct 22 16:57:58 2017,1,1.0
9089,sideeffectstomeinclude,1,1,Wed May  3 15:49:10 2017,1,1.0
9180,askseb,1,1,Sun Jan 22 17:08:48 2017,1,1.0
9211,osuvsind,1,1,Fri Sep  1 15:37:33 2017,1,1.0
9215,addjoeytoasong,1,1,Tue Oct 10 21:53:15 2017,1,1.0
9226,beijing,1,1,Mon Jun 19 18:08:00 2017,1,1.0
9241,hopeandglow,1,1,Tue Jun  6 15:02:45 2017,1,1.0
9243,ahaanextgen,1,1,Mon Jun 12 15:05:09 2017,1,1.0
9301,askhelmetboy,1,1,Mon Mar 27 01:34:08 2017,1,1.0
9321,arscry,1,1,Sun Jan  1 14:00:21 2017,1,1.0
9355,biggerfasterleadership,1,1,Wed May 17 15:54:46 2017,1,1.0
9423,askamell,1,1,Wed Jan 25 17:10:00 2017,1,1.0
9537,askjosh,1,1,Tue Nov 21 19:10:00 2017,1,1.0
9564,mobilechat,1,1,Wed Jun 14 23:06:05 2017,1,1.0
9611,nosanctuaryforcriminalsact,1,1,Thu Jun 29 16:11:58 2017,1,1.0
9614,ascendevent,1,1,Fri Sep 29 15:48:45 2017,1,1.0
9615,taffertalk,1,1,Sun Jul  2 18:13:12 2017,1,1.0
9618,u2joshuatreetour2017,1,1,Thu May 18 15:55:10 2017,1,1.0
9668,skullandbones,1,1,Mon Jun 12 19:05:13 2017,1,1.0
9748,yodaljacksonquotes,1,1,Fri Jan 20 23:08:06 2017,1,1.0
9794,xcxboys,1,1,Sat Jul 29 16:23:58 2017,1,1.0
9798,sillyarguments,1,1,Fri Apr 28 15:47:10 2017,1,1.0
9828,taylorswifttrial,1,1,Mon Aug  7 15:27:33 2017,1,1.0
9832,ptxfallinginlove,1,1,Mon Apr 24 15:45:34 2017,1,1.0
9841,snowdayfbchat,1,1,Sat Jan  7 00:02:31 2017,1,1.0
9951,michvspsu,1,1,Sun Oct 22 15:57:57 2017,1,1.0
10040,cryswa,1,1,Tue Jan  3 20:01:15 2017,1,1.0
10048,danslab,1,1,Mon Jul 10 20:16:26 2017,1,1.0
10059,trumpspeech,1,1,Mon Aug 21 18:33:12 2017,1,1.0
10068,pastapass,1,1,Thu Sep 14 15:42:45 2017,1,1.0
10082,askdbelt,1,1,Tue Jan 24 19:09:38 2017,1,1.0
10117,sharp17,1,1,Fri Jun  9 15:03:57 2017,1,1.0
10133,wde17,1,1,Wed Feb 15 15:18:22 2017,1,1.0
10162,nabj2017,1,1,Wed Aug  9 16:28:22 2017,1,1.0
10176,badmothersdayideas,1,1,Sat May 13 16:53:11 2017,1,1.0
10184,fightbackct,1,1,Sun May 21 15:56:22 2017,1,1.0
10247,restorationofanamericanidol,1,1,Fri Feb 24 18:22:01 2017,1,1.0
10293,voicesavestephanie,1,1,Tue May  2 22:48:53 2017,1,1.0
10303,steelerspotlight,1,1,Sun Aug 20 17:32:47 2017,1,1.0
10323,nshvswsh,1,1,Thu Mar 16 20:30:03 2017,1,1.0
10347,bigd17,1,1,Fri Sep 15 15:43:09 2017,1,1.0
10400,dirtylaundry,1,1,Fri Feb 17 15:19:10 2017,1,1.0
10412,vudu,1,1,Tue Jun  6 15:02:45 2017,1,1.0
10418,spiritchat,1,1,Sun Jan  1 13:00:20 2017,1,1.0
10435,ialmostalwaysnever,1,1,Sat Jun 10 21:04:27 2017,1,1.0
10478,eyebrows,1,1,Mon Jul 24 15:21:57 2017,1,1.0
10535,wifl2017,1,1,Fri Mar 31 15:35:58 2017,1,1.0
10685,rejectedcollegecourses,1,1,Fri Aug 18 15:31:57 2017,1,1.0
10689,mybirthdaypartyneeds,1,1,Mon Aug 14 21:30:27 2017,1,1.0
10708,inmarsat5,1,1,Mon May 15 20:54:03 2017,1,1.0
10754,ccsdachieves,1,1,Fri Jan 27 15:10:46 2017,1,1.0
10819,aldubdelightfulduo,1,1,Fri Jan  6 15:02:22 2017,1,1.0
10844,partiesmusicvideo,1,1,Thu Jun 22 15:09:09 2017,1,1.0
10887,wildwestsongs,1,1,Tue Oct 17 21:56:03 2017,1,1.0
10917,bathroomfamous,1,1,Sun Feb 12 16:17:11 2017,1,1.0
10921,nuscaledesigncert,1,1,Thu Jan 12 16:04:47 2017,1,1.0
10980,formeplusyouonspotify,1,1,Wed Jan 11 22:04:29 2017,1,1.0
10990,brockvsgoldberg,1,1,Mon Mar 13 22:28:53 2017,1,1.0
11016,rockandrollin4words,1,1,Sun Apr  2 15:36:46 2017,1,1.0
11027,standwithhfc,1,1,Tue Apr  4 15:37:34 2017,1,1.0
11032,itwasadefiningmoment,1,1,Tue Jun 20 15:08:21 2017,1,1.0
11053,carmodelfood,1,1,Tue Oct 24 21:58:51 2017,1,1.0
11069,gluecon,1,1,Wed May 24 15:57:34 2017,1,1.0
11076,royalcanindogshow,1,1,Mon Jan 23 15:09:10 2017,1,1.0
11100,asksami,1,1,Sun May 21 17:56:24 2017,1,1.0
11119,aldub100thweeksary,1,1,Thu Jun 15 15:06:21 2017,1,1.0
11170,morrisvilleknows,1,1,Wed Feb 15 15:18:22 2017,1,1.0
11190,wweuniondale,1,1,Wed Dec 27 22:24:27 2017,1,1.0
11262,ifiwereamicrophone,1,1,Thu Jun 22 15:09:09 2017,1,1.0
11264,sunsoaked,1,1,Wed Jun 21 15:08:45 2017,1,1.0
11276,russiafactor,1,1,Tue Jan 17 15:06:46 2017,1,1.0
11306,opioidtalk,1,1,Wed Sep 27 15:47:57 2017,1,1.0
11325,emmyma,1,1,Tue Aug  1 21:25:15 2017,1,1.0
11347,reinvent17,1,1,Tue Nov 28 15:12:44 2017,1,1.0
11400,endmoneybail,1,1,Thu Nov 30 16:13:33 2017,1,1.0
11407,aquariumschmovies,1,1,Mon Dec  4 16:15:09 2017,1,1.0
11429,tblvsmin,1,1,Fri Feb 10 15:16:22 2017,1,1.0
11457,gotpolitics,1,1,Mon Aug 28 15:35:57 2017,1,1.0
11464,unlikelymagic8ballanswers,1,1,Sun Mar 12 15:28:22 2017,1,1.0
11472,memvslal,1,1,Mon Nov  6 00:03:41 2017,1,1.0
11500,giveoutday,1,1,Thu Apr 20 15:43:58 2017,1,1.0
11555,imthebestcustomerbecause,1,1,Thu Oct 19 15:56:45 2017,1,1.0
11577,unpleasantbandnames,1,1,Wed Jan  4 16:01:35 2017,1,1.0
11581,askcam2017,1,1,Thu Jan  5 20:02:03 2017,1,1.0
11652,thatfilmsmellsfishy,1,1,Sat Aug  5 20:26:50 2017,1,1.0
11679,stoppainnow,1,1,Wed Mar 15 16:29:35 2017,1,1.0
11681,edtx17,1,1,Fri Apr 21 15:44:22 2017,1,1.0
11719,demivevolive,1,1,Fri Sep 29 15:48:45 2017,1,1.0
11721,igem2017,1,1,Fri Nov 10 15:05:32 2017,1,1.0
11744,harrystylesatthebbc,1,1,Thu Nov  2 19:02:24 2017,1,1.0
11748,safety4survivors,1,1,Tue Oct 17 15:55:57 2017,1,1.0
11773,ptxhowgreatthouart,1,1,Wed Nov 22 21:10:26 2017,1,1.0
11801,happychat,1,1,Wed May 31 22:00:28 2017,1,1.0
11834,sjvorl,1,1,Wed May 17 20:54:51 2017,1,1.0
11859,liveaturban,1,1,Thu Jan 26 15:10:22 2017,1,1.0
11860,gdhf2017,1,1,Mon Dec  4 16:15:09 2017,1,1.0
11890,aldublifejourney,1,1,Tue Jan 10 15:03:58 2017,1,1.0
11895,birdsingers,1,1,Mon Nov  6 19:04:00 2017,1,1.0
11952,redpillblueschat,1,1,Fri Nov  3 18:02:47 2017,1,1.0
11960,rdap17,1,1,Wed Apr 19 15:43:34 2017,1,1.0
11966,madblacktwinkisoverparty,1,1,Sat Jan  7 03:02:34 2017,1,1.0
12066,princetribute,1,1,Mon Feb 13 15:17:34 2017,1,1.0
12088,singleormarriedbutlookingfor,1,1,Thu Aug  3 18:26:00 2017,1,1.0
12109,microsoftai,1,1,Wed Dec 13 20:18:49 2017,1,1.0
12214,dalatpor,1,1,Fri Feb  3 18:13:37 2017,1,1.0
12217,2yearsoffocus,1,1,Sun Oct 29 15:00:44 2017,1,1.0
12308,justsaysomethingtotallyrandom,1,1,Fri Mar 17 15:30:22 2017,1,1.0
12315,marlborough,1,1,Fri Jul 14 15:17:57 2017,1,1.0
12335,maytrump,1,1,Fri Jan 27 17:10:48 2017,1,1.0
12352,navybestwhip,1,1,Sat Jul 15 15:18:21 2017,1,1.0
12366,crowdasong,1,1,Fri Oct  6 22:51:40 2017,1,1.0
12374,bigboisblasting,1,1,Sat Mar 11 16:27:59 2017,1,1.0
12381,yougoodman,1,1,Tue Jun 27 15:11:09 2017,1,1.0
12425,freejoey,1,1,Thu Jun 22 16:09:10 2017,1,1.0
12433,saveamericanlives,1,1,Thu Jun 29 17:11:59 2017,1,1.0
12555,win58jersey,1,1,Tue Apr  4 21:37:40 2017,1,1.0
12576,ulifall,1,1,Tue Oct 24 15:58:45 2017,1,1.0
12589,spsclt17,1,1,Sat Aug 26 15:35:09 2017,1,1.0
12601,rslvsea,1,1,Sat Sep 23 15:46:21 2017,1,1.0
12603,aggravateaceleb,1,1,Tue May 23 18:57:13 2017,1,1.0
12697,moderndayboyscoutbadges,1,1,Tue Jun 27 15:11:09 2017,1,1.0
12706,cheerioschallenge,1,1,Thu Jun 15 23:06:29 2017,1,1.0
12708,livefromthenudeolympics,1,1,Fri Feb 17 22:19:17 2017,1,1.0
12753,drseussasong,1,1,Fri Mar  3 00:24:31 2017,1,1.0
12807,ryland2015recap,1,1,Fri Feb  3 21:13:40 2017,1,1.0
12821,disabilityinfocus,1,1,Thu Jul 20 21:20:27 2017,1,1.0
12831,moleg,1,1,Wed Jan  4 17:01:36 2017,1,1.0
12833,orevsucla,1,1,Thu Feb  9 15:15:58 2017,1,1.0
12925,politicalfilms,1,1,Mon May  8 21:51:16 2017,1,1.0
12928,bryzzo,1,1,Fri Mar 31 17:36:00 2017,1,1.0
12938,choiceinstagrammer,1,1,Tue Jun  6 15:02:45 2017,1,1.0
12978,ifanyoneouttherehas,1,1,Mon Sep 11 20:41:38 2017,1,1.0
13002,epnd2k17,1,1,Sat May 20 15:55:58 2017,1,1.0
13003,brycesbdayspree,1,1,Mon Aug 14 17:30:23 2017,1,1.0
13069,superbowlcommercials,1,1,Mon Feb  6 15:14:46 2017,1,1.0
13104,sfcvafc,1,1,Sat Jan 28 15:11:10 2017,1,1.0
13105,brandstratoji,1,1,Tue Aug  1 16:25:10 2017,1,1.0
13205,wweindianapolis,1,1,Mon Jun 19 15:07:57 2017,1,1.0
13215,myspideysensetingles,1,1,Tue Jul 11 23:16:53 2017,1,1.0
13306,dtd100million,1,1,Tue Sep 26 15:47:33 2017,1,1.0
13320,asklea,1,1,Sun Feb 19 23:20:06 2017,1,1.0
13324,spideybloggers,1,1,Sat Jun 24 15:09:57 2017,1,1.0
13329,polygonshow,1,1,Thu Oct 12 19:54:01 2017,1,1.0
13356,unlockingpower,1,1,Wed Dec 13 16:18:45 2017,1,1.0
13380,myprisonname,1,1,Thu Dec 14 21:19:14 2017,1,1.0
13442,aiachat,1,1,Wed Jan  4 19:01:38 2017,1,1.0
13526,ceeconf17,1,1,Fri Oct  6 15:51:33 2017,1,1.0
13540,bigboydog12,1,1,Mon Feb 27 18:23:13 2017,1,1.0
13546,mynewlicenseplatereads,1,1,Tue Oct 17 15:55:57 2017,1,1.0
13619,askprettymuch,1,1,Fri Oct 27 20:00:01 2017,1,1.0
13622,familyroadtrip,1,1,Tue Jun 27 15:11:09 2017,1,1.0
13630,apquotes,1,1,Tue Apr 18 20:43:15 2017,1,1.0
13632,cschats,1,1,Wed May 17 18:54:49 2017,1,1.0
13734,delawarefirst,1,1,Thu Nov  9 15:05:08 2017,1,1.0
13812,masterclasspowertalks,1,1,Fri Aug 11 20:29:14 2017,1,1.0
13952,makesomebodyfaster,1,1,Fri Jan 13 21:05:16 2017,1,1.0
13974,pzpgh,1,1,Fri May 12 15:52:46 2017,1,1.0
14057,therabreathkids,1,1,Thu Apr 20 15:43:58 2017,1,1.0
14074,aldub2getherforever,1,1,Sat Jul 15 15:18:21 2017,1,1.0
14085,trumpinriyadh,1,1,Sat May 20 15:55:58 2017,1,1.0
14106,canam500,1,1,Fri Nov 10 15:05:32 2017,1,1.0
14168,makeafilmmoreinteresting,1,1,Sun Jun  4 20:02:02 2017,1,1.0
14222,summercranfan,1,1,Tue Jun 27 15:11:09 2017,1,1.0
14288,promisechat,1,1,Thu Jan 26 15:10:22 2017,1,1.0
14314,newjobtraditions,1,1,Wed Jun 28 21:11:39 2017,1,1.0
14324,teamadele,1,1,Sat Mar  4 21:25:16 2017,1,1.0
14325,sebsnewcover,1,1,Mon Jun  5 19:02:25 2017,1,1.0
14356,heyvioletatq102,1,1,Fri Mar 17 15:30:22 2017,1,1.0
14371,katkotownhall,1,1,Mon May 15 18:54:01 2017,1,1.0
14403,dosanddontsoftwitter,1,1,Sat Jul  8 22:15:40 2017,1,1.0
14455,ona17satire,1,1,Sat Oct  7 15:51:57 2017,1,1.0
14468,aatc2017,1,1,Wed Apr 19 15:43:34 2017,1,1.0
14490,askjessconte,1,1,Fri Jan  6 00:02:07 2017,1,1.0
14502,megaman30,1,1,Mon Dec  4 17:15:10 2017,1,1.0
14518,thecrew2,1,1,Mon Jun 12 19:05:13 2017,1,1.0
14645,tmomresinn,1,1,Mon Jul 10 18:16:24 2017,1,1.0
14678,perualmundial,1,1,Wed Nov 15 19:07:36 2017,1,1.0
14680,clevstb,1,1,Sat Aug 26 15:35:09 2017,1,1.0
14685,stkmun,1,1,Sat Jan 21 15:08:22 2017,1,1.0
14765,thenewkia,1,1,Tue Jun  6 15:02:45 2017,1,1.0
14833,witnessthetour,1,1,Wed Jul 19 15:19:57 2017,1,1.0
14842,haveteawithatvshow,1,1,Sat Apr 15 21:42:04 2017,1,1.0
14918,redstonearsenal,1,1,Tue Jun 27 15:11:09 2017,1,1.0
14933,under30summit,1,1,Mon Apr  3 15:37:10 2017,1,1.0
14938,coreyperrythings,1,1,Thu Apr 27 01:46:32 2017,1,1.0
15011,omahabound,1,1,Sun Jun 11 15:04:45 2017,1,1.0
15018,psuvsnu,1,1,Sat Oct  7 15:51:57 2017,1,1.0
15063,breakapartafilm,1,1,Fri Jul 21 15:20:45 2017,1,1.0
15105,r1pvris,1,1,Sun Apr 30 15:47:58 2017,1,1.0
15110,alvarezpascal,1,1,Sat Jun  3 15:01:33 2017,1,1.0
15166,bosvsmia,1,1,Wed Nov 22 23:10:28 2017,1,1.0
15259,alecinco,1,1,Wed Jul 19 15:19:57 2017,1,1.0
15291,2017eybl,1,1,Fri May 12 15:52:46 2017,1,1.0
15383,chatwithtnedu,1,1,Mon Oct 23 20:58:26 2017,1,1.0
15471,keymankeyplan,1,1,Sun Jan  1 15:00:22 2017,1,1.0
15489,gamechangersstl,1,1,Thu Aug 17 19:31:37 2017,1,1.0
15531,handsoff,1,1,Thu Mar 16 15:29:58 2017,1,1.0
15564,gettocollegechat,1,1,Mon May 22 15:56:46 2017,1,1.0
15572,bighero6,1,1,Wed Nov  8 15:04:44 2017,1,1.0
15582,womenfunded2017,1,1,Wed Sep  6 15:39:33 2017,1,1.0
15722,kickingrash,1,1,Tue May 23 22:57:17 2017,1,1.0
15781,missgadish,1,1,Thu May 25 23:58:06 2017,1,1.0
15832,beltranmaicelo,1,1,Sat May 20 15:55:58 2017,1,1.0
15857,1daytillmayores,1,1,Thu Jul 13 16:17:34 2017,1,1.0
15956,lynnyaegerprobablysmellslike,1,1,Thu Aug 31 01:36:55 2017,1,1.0
15969,survivorloveletter,1,1,Tue Feb 14 15:17:58 2017,1,1.0
16063,artsvoteatl,1,1,Mon Sep 25 19:47:13 2017,1,1.0
16073,achristmascarol,1,1,Fri Dec  8 15:16:44 2017,1,1.0
16086,powerofthepack,1,1,Wed Jan 11 22:04:29 2017,1,1.0
16208,moviekinks,1,1,Sun May  7 02:50:33 2017,1,1.0
16280,unlockingopportunity,1,1,Mon Oct 23 15:58:21 2017,1,1.0
16285,rainysongs,1,1,Sat May  6 21:50:28 2017,1,1.0
16294,toddlersin5words,1,1,Sat Jul 22 15:21:09 2017,1,1.0
16344,novavsuva,1,1,Sun Jan 29 15:11:34 2017,1,1.0
16388,helloosirisrex,1,1,Fri Sep 22 15:45:57 2017,1,1.0
16395,hkeprix,1,1,Sat Dec  2 15:14:20 2017,1,1.0
16412,jvp2017,1,1,Fri Mar 31 17:36:00 2017,1,1.0
16443,puremichiganchat,1,1,Thu May 11 15:52:22 2017,1,1.0
16461,sfroar,1,1,Thu May 18 15:55:10 2017,1,1.0
16486,disneycharacterreportcards,1,1,Wed Jun 21 15:08:45 2017,1,1.0
16497,stillgottimevideo,1,1,Fri Apr 21 01:44:08 2017,1,1.0
16528,bucciovertimechallange,1,1,Sun May 14 00:53:19 2017,1,1.0
16529,smlunch,1,1,Wed Jun  7 15:03:09 2017,1,1.0
16534,camilaonbgt,1,1,Tue May 30 19:00:01 2017,1,1.0
16604,voicesavevanessa,1,1,Tue May  9 22:51:41 2017,1,1.0
16608,dpm2017,1,1,Mon Oct 16 15:55:33 2017,1,1.0
16628,arcticcouncil,1,1,Thu May 11 15:52:22 2017,1,1.0
16643,kronosworks,1,1,Mon Nov 13 16:06:45 2017,1,1.0
16706,malaysiagp,1,1,Fri Sep 29 15:48:45 2017,1,1.0
16714,perfectsizefor1,1,1,Wed May 10 15:51:58 2017,1,1.0
16716,honor911,1,1,Mon Sep 11 15:41:33 2017,1,1.0
16745,tvholidayspecialplots,1,1,Fri Dec 15 23:19:40 2017,1,1.0
16823,rtasom17,1,1,Thu Dec 14 16:19:09 2017,1,1.0
16825,elephanttrophies,1,1,Thu Nov 16 16:07:57 2017,1,1.0
16831,issa,1,1,Fri Jul  7 16:15:10 2017,1,1.0
16835,futureman,1,1,Thu Jul 27 20:23:14 2017,1,1.0
16861,tlap,1,1,Mon Jun 19 15:07:57 2017,1,1.0
16891,sotwchicago,1,1,Thu Oct 26 22:59:40 2017,1,1.0
16974,gardenasport,1,1,Wed Sep  6 19:39:37 2017,1,1.0
17049,nsbaforum,1,1,Thu Jan 19 17:07:36 2017,1,1.0
17092,teammonstax,1,1,Fri Jan  6 15:02:22 2017,1,1.0
17107,fearthewalkingdead,1,1,Mon Jun  5 15:02:21 2017,1,1.0
17123,techsex,1,1,Tue Jan 17 19:06:50 2017,1,1.0
17194,littlebits,1,1,Tue Oct 10 15:53:09 2017,1,1.0
17195,politicoinfrastructure,1,1,Mon Apr 24 20:45:39 2017,1,1.0
17281,itwassoawesomewhen,1,1,Sat Jan 28 15:11:10 2017,1,1.0
17341,internqueenparty,1,1,Wed Jul 19 00:19:42 2017,1,1.0
17348,inventorswanted,1,1,Tue Oct 10 16:53:10 2017,1,1.0
17441,makeafilmoptimistic,1,1,Thu Aug 10 15:28:45 2017,1,1.0
17445,nyrvssjs,1,1,Tue Mar 28 22:34:53 2017,1,1.0
17611,askvic,1,1,Thu Jul 27 18:23:12 2017,1,1.0
17614,wrapscreenings,1,1,Wed Jun  7 02:02:56 2017,1,1.0
17620,macaugp,1,1,Sat Nov 18 15:08:44 2017,1,1.0
17634,profiles2017,1,1,Fri Sep  8 15:40:21 2017,1,1.0
17686,montereygp,1,1,Fri Sep 22 15:45:57 2017,1,1.0
17773,askkyle,1,1,Sun Aug 20 15:32:45 2017,1,1.0
17801,cuttingjcshair,1,1,Wed Jun 28 21:11:39 2017,1,1.0
17919,atletirealmadrid,1,1,Wed May 10 16:51:59 2017,1,1.0
17959,thingsyounevertellyourmom,1,1,Sat Jun 24 02:09:44 2017,1,1.0
18108,weirdbuffetitems,1,1,Thu Jul 20 15:20:21 2017,1,1.0
18173,elderpalmer,1,1,Sun Apr  2 19:36:50 2017,1,1.0
18251,whatwouldharrypotterdo,1,1,Tue Jan 24 22:09:41 2017,1,1.0
18300,lvcdebate,1,1,Thu Aug  3 15:25:57 2017,1,1.0
18321,1stdateetiquette,1,1,Sun Nov 12 15:06:20 2017,1,1.0
18397,siblingsday,1,1,Tue Apr 11 15:40:22 2017,1,1.0
18496,digidaydps,1,1,Wed Mar 29 15:35:10 2017,1,1.0
18536,nationalgreenjuiceday,1,1,Thu Jan 26 15:10:22 2017,1,1.0
18537,helpmehelpyou,1,1,Thu May 18 18:55:13 2017,1,1.0
18566,urbanedchat,1,1,Thu Jan 12 23:04:54 2017,1,1.0
18625,youmightbeacentrist,1,1,Fri Nov  3 22:02:51 2017,1,1.0
18653,issatwaimz3milparty,1,1,Sun Sep  3 22:38:28 2017,1,1.0
18696,alternativesobrietytests,1,1,Thu Jun  8 21:03:39 2017,1,1.0
18733,walnutcreek,1,1,Wed Apr 19 15:43:34 2017,1,1.0
18748,livefromgymclass,1,1,Thu Apr 13 21:41:16 2017,1,1.0
18833,daviswalsh,1,1,Sat May 20 15:55:58 2017,1,1.0
18846,livefromadojo,1,1,Mon Jan  2 19:00:50 2017,1,1.0
18858,iandirectstvd,1,1,Sat Jan 14 00:05:19 2017,1,1.0
18919,openreg2018,1,1,Sat Dec  9 15:17:08 2017,1,1.0
18924,betchynostalgia,1,1,Fri Jan 27 18:10:49 2017,1,1.0
18958,wwc2017,1,1,Fri Apr  7 15:38:46 2017,1,1.0
19004,adcc2017,1,1,Sat Sep 23 15:46:21 2017,1,1.0
19009,lamelastminutestockingfillers,1,1,Fri Dec 22 16:22:21 2017,1,1.0
19013,cbisummit,1,1,Wed Jan 11 15:04:22 2017,1,1.0
19048,probowlskills,1,1,Thu Jan 26 15:10:22 2017,1,1.0
19103,deadman,1,1,Sat Mar 25 15:33:34 2017,1,1.0
19112,epaideas,1,1,Mon Apr 10 16:39:59 2017,1,1.0
19235,bekindtoafilm,1,1,Fri Oct  6 15:51:33 2017,1,1.0
19238,clippervention,1,1,Mon Apr 24 18:45:37 2017,1,1.0
19271,itakecontrolby,1,1,Thu Mar 30 22:35:41 2017,1,1.0
19273,unlikelywaystocurryfavor,1,1,Mon Jun 12 22:05:16 2017,1,1.0
19294,sweet,1,1,Tue Aug 22 15:33:33 2017,1,1.0
19300,uscvssmu,1,1,Fri Mar 17 17:30:24 2017,1,1.0
19351,munlei,1,1,Sat Aug 26 15:35:09 2017,1,1.0
19370,fakefestivalsfacts,1,1,Sun Apr 30 15:47:58 2017,1,1.0
19472,nccrt2017,1,1,Thu Dec  7 15:16:20 2017,1,1.0
19492,bikethedrive,1,1,Sun May 28 15:59:10 2017,1,1.0
19507,gayestballever,1,1,Fri Jun  2 15:01:09 2017,1,1.0
19533,inthekitchenwithdad,1,1,Tue Sep 26 15:47:33 2017,1,1.0
19619,heyandrea,1,1,Sun Aug 27 00:35:18 2017,1,1.0
19623,sherlocklive,1,1,Tue Jan 10 15:03:58 2017,1,1.0
19627,kidstalkrace,1,1,Fri Jul 28 18:23:36 2017,1,1.0
19637,joanneworldtoursaltlakecity,1,1,Fri Dec 15 15:19:32 2017,1,1.0
19687,royalascot,1,1,Tue Jun 20 15:08:21 2017,1,1.0
19724,mywinterwardrobe,1,1,Wed Nov  8 18:04:47 2017,1,1.0
19741,tvfuture,1,1,Mon Mar 13 16:28:47 2017,1,1.0
19780,ywa17,1,1,Thu Feb 23 21:21:40 2017,1,1.0
19802,warningtotrump,1,1,Thu Nov 16 16:07:57 2017,1,1.0
19818,itsnevertoolateto,1,1,Tue Dec  5 15:15:32 2017,1,1.0
19841,watars,1,1,Sat Oct 14 15:54:45 2017,1,1.0
19867,allthehits,1,1,Sat Jul 22 15:21:09 2017,1,1.0
19966,thisiswhyiwont,1,1,Fri Aug 11 19:29:13 2017,1,1.0
20013,gamboasosa,1,1,Sun Nov 26 01:11:42 2017,1,1.0
20026,invisble,1,1,Sat Feb 18 21:19:40 2017,1,1.0
20045,taglinetomysummer,1,1,Thu Jul 20 19:20:25 2017,1,1.0
20046,watchos,1,1,Mon Jun  5 15:02:21 2017,1,1.0
20097,aight,1,1,Thu Dec  7 22:16:27 2017,1,1.0
20117,3yearsofknj,1,1,Thu Jul 27 21:23:15 2017,1,1.0
20217,txpo2017,1,1,Fri Jan 13 18:05:13 2017,1,1.0
20225,uselesstipsinacrisis,1,1,Tue Jul 25 15:22:21 2017,1,1.0
20239,askchristiananything,1,1,Sat Apr 22 15:44:46 2017,1,1.0
20315,perfectweight,1,1,Thu Jan 12 17:04:48 2017,1,1.0
20471,cth17,1,1,Tue Oct 24 15:58:45 2017,1,1.0
20561,framingphl,1,1,Wed May  3 20:49:15 2017,1,1.0
20601,jenkinsworld,1,1,Wed Aug 30 15:36:45 2017,1,1.0
20618,rutop3,1,1,Fri Jun  9 15:03:57 2017,1,1.0
20625,defeatingdisease,1,1,Wed Jan 11 15:04:22 2017,1,1.0
20668,helpafilmsleepin,1,1,Fri Aug 11 15:29:09 2017,1,1.0
20703,atmyageivefound,1,1,Mon Aug 28 20:36:02 2017,1,1.0
20735,fakehangoverfacts,1,1,Sun Jan  1 17:00:24 2017,1,1.0
20747,asilam,1,1,Thu Apr 13 15:41:10 2017,1,1.0
20761,writethedocs,1,1,Mon May 15 16:53:59 2017,1,1.0
20768,askjakeandjenny,1,1,Mon Jan  9 22:03:41 2017,1,1.0
20848,kindnessinaction,1,1,Thu Feb 23 15:21:34 2017,1,1.0
20908,novsmia,1,1,Sun Oct  1 15:49:33 2017,1,1.0
20971,pardonmeijustneed,1,1,Mon Nov 27 16:12:21 2017,1,1.0
20990,legendsofsmoak,1,1,Tue Mar 28 15:34:46 2017,1,1.0
21025,ace30,1,1,Mon Apr 10 16:39:59 2017,1,1.0
21028,coloradogivesday,1,1,Tue Dec  5 15:15:32 2017,1,1.0
21036,badhashtags,1,1,Sun Mar 12 17:28:24 2017,1,1.0
21113,connus17,1,1,Tue May 23 15:57:10 2017,1,1.0
21167,voicesavetroy,1,1,Tue Apr 25 22:46:05 2017,1,1.0
21176,suptrunciechat,1,1,Wed Jan 25 21:10:04 2017,1,1.0
21193,bestplayoffmoment,1,1,Mon Jun 26 17:10:47 2017,1,1.0
21242,twug,1,1,Tue Sep  5 15:39:09 2017,1,1.0
21249,igniteep,1,1,Mon Jun 19 15:07:57 2017,1,1.0
11880,nbavote,82,89,Thu Dec 21 16:21:57 2017,3,0.921348314607
