,Hashtag,WC,CC,FirstDate,Cluster,WC/CC
14348,memoment,2,2,Thu Mar 16 15:29:58 2017,1,1.0
14358,climateculture,2,2,Mon Aug  7 15:27:33 2017,1,1.0
14426,ohgov,2,2,Tue Sep 12 15:41:57 2017,1,1.0
14682,projectlitchat,2,2,Sun Jul 30 22:24:28 2017,1,1.0
14985,trainsongs,2,2,Tue Dec 12 22:18:27 2017,1,1.0
15028,natomeeting,2,2,Wed May 24 15:57:34 2017,1,1.0
15062,neara2017,2,2,Sun Jul  2 15:13:09 2017,1,1.0
15115,killerwaystohauntsomeone,2,2,Wed Oct 25 02:58:56 2017,1,1.0
15137,askhh,2,2,Mon Jul  3 15:13:33 2017,1,1.0
15154,emeraudexvanidades,2,2,Mon Apr 17 16:42:47 2017,1,1.0
15231,mglitbash,2,2,Wed Sep 13 15:42:21 2017,1,1.0
15295,aaam2017,2,2,Tue Aug  1 16:25:10 2017,1,1.0
15380,fakespyfacts,2,2,Sun Apr  9 15:39:34 2017,1,1.0
15386,tsglfc,2,2,Tue Aug 15 16:30:46 2017,1,1.0
15502,packyourimpact,2,2,Wed Jul 19 15:19:57 2017,1,1.0
15613,askodesza,2,2,Fri Jul 21 15:20:45 2017,1,1.0
15789,ocep17,2,2,Tue Jun 20 15:08:21 2017,1,1.0
15863,aiaascitech,2,2,Mon Jan  9 15:03:34 2017,1,1.0
15872,collegesense,2,2,Wed Oct 25 15:59:09 2017,1,1.0
15934,resistanceisimportant,2,2,Fri Dec  8 22:16:51 2017,1,1.0
15940,hackmeseb,2,2,Sat Feb  4 17:14:00 2017,1,1.0
16008,eybl,2,2,Fri Apr 21 15:44:22 2017,1,1.0
16078,makeamusicalsexy,2,2,Sat May 20 17:56:00 2017,1,1.0
16100,thingsisaytogetlaid,2,2,Sat Jun  3 03:01:21 2017,1,1.0
16135,ohgovdebate,2,2,Mon Dec  4 22:15:15 2017,1,1.0
16159,adavistxst,2,2,Fri Mar 31 18:36:01 2017,1,1.0
16199,rideouttrial,2,2,Mon Jul 24 16:21:58 2017,1,1.0
16246,voicesaveadam,2,2,Tue Nov 28 23:12:52 2017,1,1.0
16288,askenrique,2,2,Thu Feb 16 20:18:51 2017,1,1.0
16445,filmsfoundinbed,2,2,Fri Oct 20 18:57:12 2017,1,1.0
16558,superflash,2,2,Tue Mar 21 15:31:58 2017,1,1.0
16601,badmomsxmas,2,2,Thu Oct 26 15:59:33 2017,1,1.0
16675,fcbrma,2,2,Wed Apr 12 15:40:46 2017,1,1.0
16788,youmightlikeitbetterif,2,2,Sat May 20 18:56:01 2017,1,1.0
16935,usavmar,2,2,Wed Jul 12 15:17:09 2017,1,1.0
16946,geographyfood,2,2,Tue Aug 22 21:33:39 2017,1,1.0
16964,daisyvoxbox,2,2,Tue May 16 17:54:24 2017,1,1.0
17001,lavmtl,2,2,Fri Apr  7 15:38:46 2017,1,1.0
17008,lunchbox101,2,2,Thu Aug 24 17:34:23 2017,1,1.0
17019,100andchange,2,2,Wed Feb 15 15:18:22 2017,1,1.0
17067,lead3,2,2,Thu Apr 20 15:43:58 2017,1,1.0
17072,addawordwreckafilm,2,2,Wed Apr  5 20:38:03 2017,1,1.0
17417,deeperindebt,2,2,Wed May 24 15:57:34 2017,1,1.0
17424,jacobontour,2,2,Mon Apr  3 22:37:17 2017,1,1.0
17464,mayoral55411,2,2,Sat Apr  8 19:39:14 2017,1,1.0
17663,iknewiwasntreadywhen,2,2,Fri Apr 14 19:41:38 2017,1,1.0
17670,bvbrma,2,2,Tue Sep 26 15:47:33 2017,1,1.0
17960,dirtystarwarsstartrek,2,2,Tue Jan  3 22:01:17 2017,1,1.0
17965,makeasongfancy,2,2,Sat Apr 29 19:47:38 2017,1,1.0
18046,bicvelocitymax,2,2,Wed Aug 30 15:36:45 2017,1,1.0
18518,ireveng,2,2,Sat Mar 18 15:30:46 2017,1,1.0
18594,harrystyles961,2,2,Mon May  1 16:48:23 2017,1,1.0
18789,argentina,2,2,Wed Oct 11 15:53:33 2017,1,1.0
18827,wi12,2,2,Fri Jan 27 15:10:46 2017,1,1.0
18889,chocolatecake,2,2,Wed Feb 15 15:18:22 2017,1,1.0
18980,onetx,2,2,Tue Jul 18 15:19:33 2017,1,1.0
19070,oclcarc17,2,2,Mon Oct 30 15:01:08 2017,1,1.0
19144,flanaganpetrov,2,2,Sat Apr  8 15:39:10 2017,1,1.0
19175,athletemoviesorshows,2,2,Wed Jul 19 20:20:02 2017,1,1.0
19343,knjmonday,2,2,Mon Jun 19 17:07:59 2017,1,1.0
19515,youdontknowwhatyouhave,2,2,Mon Dec  4 16:15:09 2017,1,1.0
19558,withouthealthcare,2,2,Sat Jan 14 16:05:35 2017,1,1.0
19606,didnttextbecause,2,2,Tue Apr  4 21:37:40 2017,1,1.0
19621,musicafriendstwitterhandle,2,2,Thu Jan  5 22:02:05 2017,1,1.0
19695,cltsnow,2,2,Fri Jan  6 15:02:22 2017,1,1.0
19815,stupidthingstobragabout,2,2,Sat May 20 02:55:45 2017,1,1.0
19871,disneykids,2,2,Fri Apr 28 15:47:10 2017,1,1.0
19875,ridiculousness,2,2,Thu Jun 15 20:06:26 2017,1,1.0
19951,duringtheeclipse,2,2,Tue Aug 15 21:30:51 2017,1,1.0
19973,safetyis,2,2,Tue Aug  1 16:25:10 2017,1,1.0
20030,caramoviecharacter,2,2,Tue Feb 28 16:23:35 2017,1,1.0
20115,nycvphi,2,2,Sat Jun  3 15:01:33 2017,1,1.0
20146,misschristmas,2,2,Sun Nov  5 15:03:32 2017,1,1.0
20230,thewrongneighbor,2,2,Sat Jun 10 22:04:28 2017,1,1.0
20240,atthecenterofatootsiepop,2,2,Wed Nov 15 22:07:39 2017,1,1.0
20425,shell,2,2,Tue Jun  6 15:02:45 2017,1,1.0
20473,ganggreen,2,2,Wed Jul 19 19:20:01 2017,1,1.0
20483,weirdwaystoendaletter,2,2,Tue Sep  5 17:39:11 2017,1,1.0
20489,npsf19,2,2,Wed May 17 15:54:46 2017,1,1.0
20538,mendesarmy,2,2,Tue Jan 31 15:12:22 2017,1,1.0
20588,ididntthinkicould,2,2,Sat May 20 00:55:43 2017,1,1.0
20615,orlvphi,2,2,Sat Mar 18 18:30:49 2017,1,1.0
20666,kissingstrangersvideo,2,2,Thu May 11 16:52:23 2017,1,1.0
20670,summer2017plans,2,2,Thu May 11 19:52:26 2017,1,1.0
20716,nhc100k,2,2,Tue Aug 22 18:33:36 2017,1,1.0
20736,forfamilyiwould,2,2,Tue Oct  3 17:50:23 2017,1,1.0
20792,girlmeetsworldisoverparty,2,2,Thu Jan  5 03:01:46 2017,1,1.0
20801,playbookinterview,2,2,Fri Jan 27 18:10:49 2017,1,1.0
20818,vandyvsuf,2,2,Sat Sep 30 15:49:09 2017,1,1.0
20850,mciasm,2,2,Tue Feb 21 18:20:49 2017,1,1.0
20870,renameabodypart,2,2,Tue Mar 28 21:34:52 2017,1,1.0
21047,hr100,2,2,Fri Jul 14 15:17:57 2017,1,1.0
21073,quickfavorplease,2,2,Thu Nov 16 22:08:03 2017,1,1.0
21081,watchchasingcameron,2,2,Thu Jan  5 17:02:00 2017,1,1.0
21098,livingdeadtunes,2,2,Wed Jul 19 02:19:44 2017,1,1.0
21137,celebnamemashup,2,2,Thu May 11 21:52:28 2017,1,1.0
21138,vaynerthanks,2,2,Wed Nov 22 15:10:20 2017,1,1.0
21231,ificouldcreatethings,2,2,Mon Nov 13 22:06:51 2017,1,1.0
1,towlocalnews,1,1,Wed Nov 15 21:07:38 2017,1,1.0
4,sgbadliar,1,1,Thu May 11 15:52:22 2017,1,1.0
12,northerntrustopen,1,1,Sun Aug 27 15:35:33 2017,1,1.0
58,signsyoureanonlychild,1,1,Tue Apr 25 15:45:58 2017,1,1.0
62,itsunfairthat,1,1,Fri May 26 00:58:07 2017,1,1.0
68,wrayhearing,1,1,Wed Jul 12 15:17:09 2017,1,1.0
72,excusememrspeaker,1,1,Tue May  9 15:51:34 2017,1,1.0
193,ispupoll,1,1,Tue Mar 21 15:31:58 2017,1,1.0
216,askconforto,1,1,Mon Dec 11 18:17:59 2017,1,1.0
239,askzacefron,1,1,Sun May 14 18:53:37 2017,1,1.0
272,whendamonknew,1,1,Fri Jan 20 17:08:00 2017,1,1.0
289,mciliv,1,1,Sun Mar 19 15:31:10 2017,1,1.0
357,mwibc17,1,1,Sat Feb 11 15:16:46 2017,1,1.0
440,save51,1,1,Wed Feb 22 01:20:56 2017,1,1.0
453,buyporfavoronitunes,1,1,Fri Oct 27 00:59:42 2017,1,1.0
456,foreverlsu,1,1,Tue Jun 27 15:11:09 2017,1,1.0
485,hswnelite,1,1,Mon Nov 13 18:06:47 2017,1,1.0
493,herencialeche,1,1,Wed Oct 11 15:53:33 2017,1,1.0
548,felinegroovytunes,1,1,Wed May 31 03:00:09 2017,1,1.0
621,circussongs,1,1,Tue Jan 17 22:06:53 2017,1,1.0
625,sumuptwitterwithonegif,1,1,Wed Dec 20 21:21:38 2017,1,1.0
640,ifinditkindofsad,1,1,Fri Jan 20 15:07:58 2017,1,1.0
709,cartersbodysuitsweepstakes,1,1,Thu Sep 14 15:42:45 2017,1,1.0
745,lentafilm,1,1,Thu Mar  2 19:24:26 2017,1,1.0
752,oddfidgetspinneruses,1,1,Sun Jun 18 15:07:33 2017,1,1.0
765,takeflightwithamovie,1,1,Thu Jun 29 20:12:02 2017,1,1.0
805,goldengatebridge,1,1,Wed May 17 15:54:46 2017,1,1.0
814,2017halloweencostumes,1,1,Tue Oct  3 21:50:27 2017,1,1.0
835,btsiscoming,1,1,Mon Jul 24 15:21:57 2017,1,1.0
862,superheroendorsements,1,1,Sat Aug 26 17:35:11 2017,1,1.0
875,mobil1rlm,1,1,Sat Jun 17 15:07:09 2017,1,1.0
877,nativitypopmusic,1,1,Wed Dec 20 23:21:40 2017,1,1.0
935,cleur,1,1,Tue Feb 21 04:20:35 2017,1,1.0
983,makeamoviesmellnice,1,1,Mon Jun 19 18:08:00 2017,1,1.0
989,nafb17,1,1,Thu Nov  9 15:05:08 2017,1,1.0
1032,houstonsurvey,1,1,Mon May  1 16:48:23 2017,1,1.0
1084,trailblazerhonors,1,1,Fri Jun 23 15:09:33 2017,1,1.0
1087,filmsforbankers,1,1,Mon Oct 23 15:58:21 2017,1,1.0
1136,newicepopflavors,1,1,Sat Jun 24 02:09:44 2017,1,1.0
1155,arsbou,1,1,Tue Jan  3 20:01:15 2017,1,1.0
1199,healthworkerscount,1,1,Mon Sep 18 15:44:21 2017,1,1.0
1200,arkvstamu,1,1,Sat Sep 23 15:46:21 2017,1,1.0
1425,presssecretarypoetry,1,1,Fri Apr 14 20:41:39 2017,1,1.0
1483,adorables,1,1,Thu Jul 27 15:23:09 2017,1,1.0
1489,mononbell,1,1,Sat Nov 11 15:05:56 2017,1,1.0
1501,1776samsung,1,1,Tue Apr  4 16:37:35 2017,1,1.0
1554,bestoflawrence,1,1,Thu Jun 15 20:06:26 2017,1,1.0
1574,soulredfinale,1,1,Fri Sep  1 15:37:33 2017,1,1.0
1646,museumgiftswap,1,1,Fri Dec 15 17:19:34 2017,1,1.0
1647,whatsahashtag,1,1,Sat Jan 14 21:05:40 2017,1,1.0
1684,thumbsmusicvideo,1,1,Fri Feb 10 15:16:22 2017,1,1.0
1696,ufcsummerkickoff,1,1,Fri May 12 19:52:50 2017,1,1.0
1758,typicalbehaviorformymom,1,1,Tue May  9 15:51:34 2017,1,1.0
1796,charlohatley,1,1,Sat Apr 22 15:44:46 2017,1,1.0
1803,stateofhou,1,1,Thu May  4 15:49:34 2017,1,1.0
1820,newplannedparenthoodslogan,1,1,Fri May 19 15:55:34 2017,1,1.0
1822,stuckinthewaterpark,1,1,Fri Feb  3 15:13:34 2017,1,1.0
1870,atd_dream,1,1,Tue Feb 21 16:20:47 2017,1,1.0
1979,140betterthan280because,1,1,Thu Nov 16 19:08:00 2017,1,1.0
1980,wouldliketokiss,1,1,Mon Sep 25 15:47:09 2017,1,1.0
2096,impartoftruth,1,1,Mon Mar 27 21:34:28 2017,1,1.0
2114,wdydwyd,1,1,Tue Mar 28 19:34:50 2017,1,1.0
2136,nabslc17,1,1,Tue Feb 28 15:23:34 2017,1,1.0
2231,wc17,1,1,Mon Mar  6 15:25:58 2017,1,1.0
2237,obxblackout,1,1,Thu Jul 27 18:23:12 2017,1,1.0
2252,koreasat5a,1,1,Mon Oct 30 15:01:08 2017,1,1.0
2270,cashcon,1,1,Thu Oct 19 15:56:45 2017,1,1.0
2319,oddthingstobragabout,1,1,Sat Jan 21 15:08:22 2017,1,1.0
2356,asksimmons,1,1,Mon Oct 16 15:55:33 2017,1,1.0
2368,howardjohnsons,1,1,Tue Jun 13 21:05:39 2017,1,1.0
2415,1045mumfordandsons,1,1,Tue May 23 22:57:17 2017,1,1.0
2422,harryonseacrest,1,1,Tue Jul 18 21:19:39 2017,1,1.0
2482,atlvhou,1,1,Sat May 20 15:55:58 2017,1,1.0
2536,btsready,1,1,Wed Aug 16 15:31:09 2017,1,1.0
2543,cerealshakeup,1,1,Tue Apr  4 15:37:34 2017,1,1.0
2565,anightwithmyex,1,1,Tue Jul 18 15:19:33 2017,1,1.0
2579,slapdashsat,1,1,Sat Feb 11 15:16:46 2017,1,1.0
2611,blakesnewvideo,1,1,Mon Jan  2 20:00:51 2017,1,1.0
2770,alwaysandforever,1,1,Fri Jun 23 15:09:33 2017,1,1.0
2827,mymeetingwithtrump,1,1,Sun Feb 12 15:17:10 2017,1,1.0
2829,nauticalmovies,1,1,Thu Jun 22 20:09:14 2017,1,1.0
2833,huntersnewvideo,1,1,Mon Feb  6 23:14:54 2017,1,1.0
2903,gradnation,1,1,Wed May  3 17:49:12 2017,1,1.0
2934,thissmilerepresents,1,1,Sun Mar 26 15:33:58 2017,1,1.0
2944,atlanticspace,1,1,Tue May 16 15:54:22 2017,1,1.0
2978,gotoireland,1,1,Wed Mar 15 16:29:35 2017,1,1.0
3023,synergytaxpros,1,1,Thu Nov  9 15:05:08 2017,1,1.0
3042,jaytrain,1,1,Sun Oct  1 15:49:33 2017,1,1.0
3062,btwknd17,1,1,Thu Feb 23 15:21:34 2017,1,1.0
3089,fatal5way,1,1,Mon Jun  5 15:02:21 2017,1,1.0
3112,copamx,1,1,Wed Feb 15 15:18:22 2017,1,1.0
3129,knowledgeworks,1,1,Mon Feb 27 15:23:10 2017,1,1.0
3134,emmalina,1,1,Mon Feb 13 22:17:41 2017,1,1.0
3167,foxupfronts,1,1,Mon May 15 16:53:59 2017,1,1.0
3191,aeplayoffs,1,1,Wed Mar  1 15:23:58 2017,1,1.0
3246,holidayishappening,1,1,Wed Nov  8 15:04:44 2017,1,1.0
3254,masotc,1,1,Tue Jan 24 20:09:39 2017,1,1.0
3255,coconutglow,1,1,Thu Apr 20 15:43:58 2017,1,1.0
3289,inexch17,1,1,Tue Jun 13 15:05:33 2017,1,1.0
3295,knjwouldyourather,1,1,Sun Jun 25 20:10:26 2017,1,1.0
3321,minvsana,1,1,Sat Dec  9 01:16:54 2017,1,1.0
3431,cfwluncheon,1,1,Thu Oct 19 15:56:45 2017,1,1.0
3509,unboxtaytay,1,1,Wed Aug  2 15:25:33 2017,1,1.0
3580,askasa,1,1,Thu Jan 26 15:10:22 2017,1,1.0
3583,kitchencinema,1,1,Thu Jan 12 16:04:47 2017,1,1.0
3591,eexpect,1,1,Tue Aug  8 15:27:57 2017,1,1.0
3665,heartofgoldhou,1,1,Thu Feb 16 15:18:46 2017,1,1.0
3669,mymagicbeanscost,1,1,Thu Apr 20 16:43:59 2017,1,1.0
3701,milfmovienite,1,1,Mon Jan 30 22:12:05 2017,1,1.0
3713,canvsswe,1,1,Sun May 21 16:56:23 2017,1,1.0
3756,streamfifthharmony,1,1,Sat Sep  2 23:38:05 2017,1,1.0
3764,raleighchristmasparade,1,1,Fri Nov 17 15:08:20 2017,1,1.0
3771,askkerry,1,1,Mon Jun 26 16:10:46 2017,1,1.0
3774,setonhall,1,1,Fri Mar 17 15:30:22 2017,1,1.0
3782,badinvitationrequests,1,1,Thu Nov 23 17:10:46 2017,1,1.0
3788,askalantudyk,1,1,Tue Mar 21 15:31:58 2017,1,1.0
3814,hillman17,1,1,Tue May  9 21:51:40 2017,1,1.0
3845,flocabchat,1,1,Tue Jan 10 15:03:58 2017,1,1.0
3854,xbizawards,1,1,Fri Jan 13 16:05:11 2017,1,1.0
3857,ufcsingapore,1,1,Sat Jun 17 15:07:09 2017,1,1.0
3875,capcseminar17,1,1,Thu Nov  9 15:05:08 2017,1,1.0
3891,icsf,1,1,Mon Aug  7 15:27:33 2017,1,1.0
3892,summerofshazam,1,1,Thu Jun  8 23:03:41 2017,1,1.0
3910,howardsend,1,1,Fri Jul 28 19:23:37 2017,1,1.0
3911,nexstarproducing,1,1,Tue Jun 27 15:11:09 2017,1,1.0
3916,teatimenyc,1,1,Thu Jul 20 19:20:25 2017,1,1.0
3920,mymessageinabottle,1,1,Wed Jun 14 16:05:58 2017,1,1.0
3969,steinhardt2017,1,1,Tue May 16 15:54:22 2017,1,1.0
3998,makeabadshake,1,1,Fri Sep  8 17:40:23 2017,1,1.0
4018,njbosj,1,1,Wed May 17 15:54:46 2017,1,1.0
4048,comfortisforcotton,1,1,Thu Aug 24 15:34:21 2017,1,1.0
4082,cyclonegrad,1,1,Sat May  6 15:50:22 2017,1,1.0
4149,randbwithsoul,1,1,Sat Jun  3 21:01:39 2017,1,1.0
4165,kkwxkylie,1,1,Wed Apr 19 15:43:34 2017,1,1.0
4204,mm4j,1,1,Mon Aug 28 15:35:57 2017,1,1.0
4210,careatces,1,1,Thu Jan  5 15:01:58 2017,1,1.0
4223,npgol,1,1,Wed Mar  1 15:23:58 2017,1,1.0
4240,makethetwinslie,1,1,Thu May 11 21:52:28 2017,1,1.0
4263,lakvsmin,1,1,Mon Feb 27 23:23:18 2017,1,1.0
4296,oreillysacon,1,1,Tue Apr  4 15:37:34 2017,1,1.0
4301,thewaylifegoesvideo,1,1,Mon Dec  4 20:15:13 2017,1,1.0
4309,tuesdayswithtoomey,1,1,Tue Jan 31 15:12:22 2017,1,1.0
4318,itallfellapartwhen,1,1,Tue Aug 15 15:30:45 2017,1,1.0
4350,facebookstories,1,1,Tue Mar 28 15:34:46 2017,1,1.0
4422,makeamoviesweat,1,1,Thu May 25 17:58:00 2017,1,1.0
4496,confederationscup2017,1,1,Wed Jun 28 15:11:33 2017,1,1.0
4497,fromtheoutsideonjunesixteenth,1,1,Fri Jun  2 23:01:17 2017,1,1.0
4545,ufcsaopaulo,1,1,Sun Oct 29 15:00:44 2017,1,1.0
4593,middaypickmeups,1,1,Mon May  1 17:48:24 2017,1,1.0
4602,nsa17,1,1,Sat Jan 14 01:05:20 2017,1,1.0
4708,q4re2017,1,1,Mon Aug  7 15:27:33 2017,1,1.0
4751,cuebold,1,1,Sat May  6 15:50:22 2017,1,1.0
4766,asknimmo,1,1,Tue Aug 22 15:33:33 2017,1,1.0
4787,sweetgamefacepd,1,1,Tue Mar 21 21:32:04 2017,1,1.0
4829,honor6x,1,1,Tue Jan  3 21:01:16 2017,1,1.0
4927,friendsugrads,1,1,Sat May 13 16:53:11 2017,1,1.0
4949,beda2017,1,1,Fri Nov  3 15:02:44 2017,1,1.0
4971,edsummit2017,1,1,Thu Jul 13 15:17:33 2017,1,1.0
4974,addmethmakeanythingbetter,1,1,Tue Jan  3 22:01:17 2017,1,1.0
4992,sheddrules,1,1,Tue Jun  6 22:02:52 2017,1,1.0
5001,homerunderby2017,1,1,Tue Jul 11 15:16:45 2017,1,1.0
5004,chapcarechat,1,1,Wed May 31 17:00:23 2017,1,1.0
5020,valdezmarriaga,1,1,Sat Apr 22 15:44:46 2017,1,1.0
5094,flipboardholiday,1,1,Tue Nov 14 17:07:10 2017,1,1.0
5164,urjbennial,1,1,Thu Dec  7 15:16:20 2017,1,1.0
5212,lfosls,1,1,Tue Feb 14 15:17:58 2017,1,1.0
5219,toolboxfilms,1,1,Tue Feb 28 20:23:39 2017,1,1.0
5246,felizlunes,1,1,Mon Jan  2 15:00:46 2017,1,1.0
5264,quigleytapia,1,1,Thu Mar 23 15:32:46 2017,1,1.0
5280,marchmalice,1,1,Mon Mar 20 22:31:41 2017,1,1.0
5313,beatdook,1,1,Thu Feb  9 15:15:58 2017,1,1.0
5334,joannelisteningparty,1,1,Sat Oct 21 20:57:38 2017,1,1.0
5386,scoeng,1,1,Sat Jun 10 15:04:21 2017,1,1.0
5431,jonjones,1,1,Sun Jul 30 15:24:21 2017,1,1.0
5506,thanksvoxmachina,1,1,Thu Oct  5 15:51:09 2017,1,1.0
5547,rivalschallenge,1,1,Fri Jun  9 15:03:57 2017,1,1.0
5568,asktj,1,1,Sat Jul 22 15:21:09 2017,1,1.0
5583,krippykushremixvideo,1,1,Fri Dec 22 21:22:26 2017,1,1.0
5658,marketingvision,1,1,Wed Nov  1 15:01:56 2017,1,1.0
5659,saundersmonroejr,1,1,Sat Sep 16 15:43:33 2017,1,1.0
5748,iplfinal,1,1,Sun May 21 15:56:22 2017,1,1.0
5825,culturefix,1,1,Tue Jan 17 19:06:50 2017,1,1.0
5841,yulelog,1,1,Sun Dec 24 16:23:09 2017,1,1.0
5845,bonenzofeels,1,1,Fri Feb  3 21:13:40 2017,1,1.0
5899,askherman,1,1,Tue Jul 18 21:19:39 2017,1,1.0
5938,calroo,1,1,Tue Jun 13 22:05:40 2017,1,1.0
5958,bgcs17,1,1,Tue Mar 21 15:31:58 2017,1,1.0
5988,aldubxebloveis,1,1,Sat Oct 21 15:57:33 2017,1,1.0
6005,clownpetpeeves,1,1,Sat Oct 28 20:00:25 2017,1,1.0
6024,nhlmvpatkinson,1,1,Sun Jan 29 22:11:41 2017,1,1.0
6027,uselessphoneapps,1,1,Sat Jun 10 16:04:22 2017,1,1.0
6041,lacvshou,1,1,Fri Dec 22 23:22:28 2017,1,1.0
6063,butthenidroppedit,1,1,Mon May 29 15:59:34 2017,1,1.0
6083,mymindwanderswhen,1,1,Fri Jan 20 15:07:58 2017,1,1.0
6086,trickortreatin100years,1,1,Tue Oct 31 17:01:34 2017,1,1.0
6128,splashtownfoamparty,1,1,Tue Mar 14 18:29:13 2017,1,1.0
6136,ythlive,1,1,Sun May  7 15:50:46 2017,1,1.0
6141,ts6iscomimg,1,1,Mon Aug 21 15:33:09 2017,1,1.0
6204,drugtakingfilms,1,1,Sun Jul 30 15:24:21 2017,1,1.0
6224,lmplaces,1,1,Thu Apr 27 16:46:47 2017,1,1.0
6244,bvutech17,1,1,Tue Oct  3 15:50:21 2017,1,1.0
6298,netflixonus,1,1,Wed Sep  6 15:39:33 2017,1,1.0
6321,mersal,1,1,Wed Jun 21 15:08:45 2017,1,1.0
6428,invitationmusicvideo,1,1,Fri Oct  6 17:51:35 2017,1,1.0
6529,readyforitvideoparty,1,1,Fri Oct 27 17:59:59 2017,1,1.0
6606,zlaticaningarcia,1,1,Sat Jan 28 15:11:10 2017,1,1.0
6641,eggsandissues2017,1,1,Tue Jan 10 15:03:58 2017,1,1.0
6737,peytonmanning,1,1,Thu Sep 28 15:48:21 2017,1,1.0
6756,rachels101thingsbook,1,1,Tue Jun 13 15:05:33 2017,1,1.0
6762,njbudget,1,1,Tue Feb 28 17:23:36 2017,1,1.0
6803,worldseriesgame5,1,1,Mon Oct 30 15:01:08 2017,1,1.0
6846,deckthehall,1,1,Sat Dec 16 16:19:57 2017,1,1.0
6850,bmttandem17,1,1,Wed Feb 22 15:21:10 2017,1,1.0
6992,nofrankenfoods,1,1,Thu Oct 26 17:59:35 2017,1,1.0
7039,showerupasong,1,1,Sun Nov 26 16:11:57 2017,1,1.0
7040,imworthybecause,1,1,Sat Oct 28 18:00:23 2017,1,1.0
7047,jennsnewvideo,1,1,Sat Feb  4 21:14:04 2017,1,1.0
7076,nukefest2017,1,1,Mon Mar 20 15:31:34 2017,1,1.0
7121,goodbyefromlonely,1,1,Fri Oct 13 15:54:21 2017,1,1.0
7125,brguest,1,1,Tue Jun  6 15:02:45 2017,1,1.0
7188,spoilmefarida,1,1,Tue Jan 24 22:09:41 2017,1,1.0
7217,ownthefuture,1,1,Wed Mar 15 22:29:41 2017,1,1.0
7332,scfcvafc,1,1,Sat May 13 16:53:11 2017,1,1.0
7335,nvcongreso,1,1,Sat Jul 29 15:23:57 2017,1,1.0
7365,thelastjedievent,1,1,Sat Dec  2 15:14:20 2017,1,1.0
7367,otherworldlysnacks,1,1,Sat Apr  8 01:38:56 2017,1,1.0
7499,liverchat,1,1,Thu Oct 12 16:53:58 2017,1,1.0
7610,nrol79,1,1,Wed Mar  1 15:23:58 2017,1,1.0
7644,myplmorning,1,1,Sat Nov 18 15:08:44 2017,1,1.0
7648,ifyoupickme,1,1,Sat Oct 28 17:00:22 2017,1,1.0
7697,loslynx,1,1,Wed Oct  4 15:50:45 2017,1,1.0
7708,ovemmy,1,1,Sat Aug  5 16:26:46 2017,1,1.0
7744,sumfo17,1,1,Mon Jul 24 15:21:57 2017,1,1.0
7753,chicagonistalive,1,1,Wed Mar 29 15:35:10 2017,1,1.0
7759,elsegundo,1,1,Wed Oct 18 15:56:21 2017,1,1.0
7784,kellymol,1,1,Fri Oct 27 14:59:56 2017,1,1.0
7811,naughtyfoods,1,1,Fri Jan 27 20:10:51 2017,1,1.0
7824,leimci,1,1,Sat Nov 18 15:08:44 2017,1,1.0
7842,freddykruegerloveadvice,1,1,Mon Feb 13 22:17:41 2017,1,1.0
7891,iknewitwastimeto,1,1,Mon Dec  4 22:15:15 2017,1,1.0
7908,caseyaffleck,1,1,Mon Feb 27 15:23:10 2017,1,1.0
7917,rigondeauxflores,1,1,Sun Jun 18 00:07:18 2017,1,1.0
7933,rucrewmakeovers,1,1,Fri May 26 17:58:24 2017,1,1.0
7942,colleenschristmasparty,1,1,Fri Dec 22 23:22:28 2017,1,1.0
7998,cartoonvacay,1,1,Sat May 20 01:55:44 2017,1,1.0
8020,whydontwefamily,1,1,Mon Feb 13 20:17:39 2017,1,1.0
8035,everydaycare,1,1,Thu Jan  5 15:01:58 2017,1,1.0
8042,2daysuntilsns,1,1,Sun Jul  9 15:15:57 2017,1,1.0
8083,wvuvsku,1,1,Mon Feb 13 22:17:41 2017,1,1.0
8107,iste17gc,1,1,Mon Jun 26 16:10:46 2017,1,1.0
8113,irmanc,1,1,Thu Sep  7 15:39:57 2017,1,1.0
8128,cryingintheclubatmidnight,1,1,Thu May 18 16:55:11 2017,1,1.0
8136,vegasuncorkd,1,1,Thu Apr 27 17:46:48 2017,1,1.0
8141,marketingwonderland,1,1,Wed Nov  1 15:01:56 2017,1,1.0
8158,sasinstitute2017,1,1,Mon Dec  4 16:15:09 2017,1,1.0
8173,mybrainstastelike,1,1,Fri Oct 20 23:57:17 2017,1,1.0
8226,cnc17,1,1,Mon May 22 15:56:46 2017,1,1.0
8228,biebermixbyrupp,1,1,Tue Jul 18 16:19:34 2017,1,1.0
8240,nexstarstorytelling,1,1,Tue Oct 10 15:53:09 2017,1,1.0
8243,overtons150,1,1,Sat Jul 29 15:23:57 2017,1,1.0
8340,cls17,1,1,Sat May  6 15:50:22 2017,1,1.0
8345,rwpr17,1,1,Fri Feb 24 15:21:58 2017,1,1.0
8359,gethowlongonitunes,1,1,Wed Dec  6 16:15:57 2017,1,1.0
8398,orphanmothersdayplans,1,1,Sat May 13 02:52:57 2017,1,1.0
8439,makethebeatlesmetal,1,1,Fri Nov 17 20:08:25 2017,1,1.0
8443,acsversace,1,1,Wed Aug  9 18:28:24 2017,1,1.0
8444,havanaremix,1,1,Sat Nov 11 23:06:04 2017,1,1.0
8534,aanam,1,1,Sat Apr 22 15:44:46 2017,1,1.0
