,Hashtag,WC,CC,FirstDate,Cluster,WC/CC
8857,homerunderby,14,24,Mon Jul  3 15:13:33 2017,3,0.583333333333
9310,fresno,7,24,Tue Apr 18 15:43:10 2017,2,0.291666666667
16821,ballerwives,11,24,Mon Aug 14 15:30:21 2017,3,0.458333333333
16277,mktgnation,13,24,Mon Apr 24 15:45:34 2017,3,0.541666666667
8044,paxunplugged,2,24,Wed May  3 17:49:12 2017,2,0.0833333333333
13309,thankyouforyourservice,8,24,Mon May 29 15:59:34 2017,2,0.333333333333
1007,ncaawrestling,12,24,Thu Mar 16 15:29:58 2017,3,0.5
9662,teamscorpion,1,23,Tue Jan 17 15:06:46 2017,2,0.0434782608696
19495,frozenfour,10,23,Wed Apr  5 15:37:58 2017,2,0.434782608696
20464,clemson,10,23,Tue Jan 10 15:03:58 2017,2,0.434782608696
14345,naias,12,23,Sun Jan  8 15:03:10 2017,3,0.521739130435
14622,hunted,5,23,Sun Jan 22 15:08:46 2017,2,0.217391304348
7659,impracticaljokers,5,23,Thu Feb  9 15:15:58 2017,2,0.217391304348
11437,unsc,3,23,Tue Jan 31 15:12:22 2017,2,0.130434782609
20447,orangebowl,13,23,Sat Dec 31 17:00:00 2016,3,0.565217391304
7498,trlt,11,23,Tue Jan  3 17:01:12 2017,3,0.478260869565
19512,july4,12,23,Tue Jul  4 15:13:57 2017,3,0.521739130435
11383,happybirthdayamerica,8,23,Tue Jul  4 15:13:57 2017,2,0.347826086957
12065,johnkelly,10,23,Thu Oct 19 15:56:45 2017,2,0.434782608696
6731,mpc17,9,23,Tue May 30 15:59:58 2017,2,0.391304347826
12471,voteyourossoff,4,23,Tue Apr 18 15:43:10 2017,2,0.173913043478
638,titans,9,23,Fri Apr 28 15:47:10 2017,2,0.391304347826
21161,okcvsgsw,12,23,Wed Jan 18 15:07:10 2017,3,0.521739130435
5642,thebreaks,8,23,Mon Feb 20 18:20:25 2017,2,0.347826086957
18906,prayersfortexas,8,23,Sun Aug 27 15:35:33 2017,2,0.347826086957
20795,blackgirlsrock,10,23,Sat Aug  5 15:26:45 2017,2,0.434782608696
6895,chatsnap,9,23,Wed Jan  4 18:01:37 2017,2,0.391304347826
3461,trumpdossier,11,23,Tue Oct 24 15:58:45 2017,3,0.478260869565
10259,westminster,11,23,Mon Feb 13 15:17:34 2017,3,0.478260869565
21052,pitvsne,11,23,Sun Jan 22 15:08:46 2017,3,0.478260869565
20053,mlscup,12,23,Fri Dec  1 15:13:56 2017,3,0.521739130435
5503,britneyeverafter,12,23,Sat Feb 18 15:19:34 2017,3,0.521739130435
13327,fentyxpuma,6,23,Wed Apr 19 15:43:34 2017,2,0.260869565217
8882,survivorhhh,8,23,Wed Oct 11 15:53:33 2017,2,0.347826086957
18473,iubb,12,23,Tue Jul 11 15:16:45 2017,3,0.521739130435
13249,bloom,11,23,Thu Apr  6 15:38:22 2017,3,0.478260869565
2375,galacticnights,6,23,Fri Apr 14 15:41:34 2017,2,0.260869565217
8431,prayingforvegas,10,23,Mon Oct  2 15:49:57 2017,2,0.434782608696
8839,laxprotest,7,23,Sun Jan 29 15:11:34 2017,2,0.304347826087
2346,themessytruth,9,23,Wed Jan 11 15:04:22 2017,2,0.391304347826
17985,obamaday,12,23,Tue Jan 10 15:03:58 2017,3,0.521739130435
8466,steelers,11,23,Sun Nov 12 15:06:20 2017,3,0.478260869565
12610,xboxe3,10,23,Sun Jun 11 15:04:45 2017,2,0.434782608696
12657,gospursgo,11,23,Sat Feb 25 18:22:25 2017,3,0.478260869565
15428,ceo2017,5,23,Sat Jun 17 15:07:09 2017,2,0.217391304348
22,canes,7,23,Fri Sep 29 15:48:45 2017,2,0.304347826087
20720,patriotsnation,6,23,Thu Jul 27 15:23:09 2017,2,0.260869565217
5249,vegasshooting,5,23,Mon Oct  2 15:49:57 2017,2,0.217391304348
4366,stlcards,7,23,Sun Apr  2 15:36:46 2017,2,0.304347826087
13945,mtvfloribamashore,13,23,Mon Nov 27 19:12:24 2017,3,0.565217391304
16518,mafs,6,23,Thu May  4 15:49:34 2017,2,0.260869565217
18411,visiblewomen,6,23,Mon Aug  7 15:27:33 2017,2,0.260869565217
11938,ilovebeinglatina,4,23,Thu Feb 16 15:18:46 2017,2,0.173913043478
8012,cantstopwontstop,10,23,Mon Jun 26 15:10:45 2017,2,0.434782608696
4958,simplycomplicated,12,23,Tue Oct 10 15:53:09 2017,3,0.521739130435
9252,cboscore,12,23,Mon Mar 13 18:28:49 2017,3,0.521739130435
230,michaeljackson,10,23,Tue Aug 29 15:36:21 2017,2,0.434782608696
8061,afterirma,4,23,Mon Sep 11 15:41:33 2017,2,0.173913043478
5058,westminsterdogshow,4,23,Mon Feb 13 15:17:34 2017,2,0.173913043478
21158,pdxtraffic,2,23,Mon Jan 30 15:11:58 2017,2,0.0869565217391
13762,maythe4thbewithyou,13,23,Wed May  3 15:49:10 2017,3,0.565217391304
14105,christmaseve2017,10,23,Sun Dec 24 16:23:09 2017,2,0.434782608696
19346,oneamericaappeal,9,23,Thu Sep  7 21:40:03 2017,2,0.391304347826
20835,mrti,5,23,Sat Mar 11 15:27:58 2017,2,0.217391304348
14024,broadcity,6,23,Wed Sep 13 15:42:21 2017,2,0.260869565217
9899,bengals,4,23,Sun Aug 27 15:35:33 2017,2,0.173913043478
9884,celebapprentice,4,23,Mon Jan  2 15:00:46 2017,2,0.173913043478
17986,diehard,6,22,Sun Dec 24 16:23:09 2017,2,0.272727272727
4693,funfactfriday,4,22,Fri Jan  6 15:02:22 2017,2,0.181818181818
17818,thebest,5,22,Mon Jan  9 15:03:34 2017,2,0.227272727273
2333,happyfourth,7,22,Tue Jul  4 15:13:57 2017,2,0.318181818182
4523,dhatl17,2,22,Fri Jul 21 15:20:45 2017,2,0.0909090909091
11330,henriettalacks,8,22,Wed Apr  5 15:37:58 2017,2,0.363636363636
2861,votedougjones,9,22,Mon Dec 11 15:17:56 2017,2,0.409090909091
9710,cmtawards,13,22,Tue May  9 15:51:34 2017,3,0.590909090909
4720,shalieve,6,22,Thu Dec  7 15:16:20 2017,2,0.272727272727
14160,murica,0,22,Tue Jul  4 15:13:57 2017,2,0.0
14461,butler,9,22,Wed Jan  4 16:01:35 2017,2,0.409090909091
14471,missingdcgirls,8,22,Fri Mar 24 15:33:10 2017,2,0.363636363636
5235,pursuit,4,22,Mon Jan  2 15:00:46 2017,2,0.181818181818
8692,judgecuts,10,22,Tue Jul 18 15:19:33 2017,3,0.454545454545
8548,acms,13,22,Thu Feb 16 15:18:46 2017,3,0.590909090909
14120,chivsnsh,10,22,Sat Mar  4 17:25:12 2017,3,0.454545454545
11396,mariahcarey,11,22,Sat Dec 31 17:00:00 2016,3,0.5
9185,wjc2018,9,22,Tue Dec 26 16:23:57 2017,2,0.409090909091
19562,teamvalmani,1,22,Wed Mar  1 15:23:58 2017,2,0.0454545454545
13226,youdabaddest,7,22,Thu Jul 27 18:23:12 2017,2,0.318181818182
15777,thearrangement,3,22,Tue Jan 17 16:06:47 2017,2,0.136363636364
4085,newsiesforever,7,22,Thu Feb 16 15:18:46 2017,2,0.318181818182
16426,freecomicbookday,12,22,Sat May  6 15:50:22 2017,3,0.545454545455
17693,wrestlecircus,4,22,Sun Feb 19 19:20:02 2017,2,0.181818181818
2568,wwechamber,13,22,Sun Feb 12 15:17:10 2017,3,0.590909090909
14308,boycottkeurig,13,22,Sun Nov 12 15:06:20 2017,3,0.590909090909
14246,theexorcist,5,22,Fri May 12 15:52:46 2017,2,0.227272727273
6372,nationalpoetryday,7,22,Tue Mar 21 15:31:58 2017,2,0.318181818182
5783,nshvspit,10,22,Tue Jan 31 18:12:25 2017,3,0.454545454545
16465,sanbernardino,10,22,Mon Apr 10 16:39:59 2017,3,0.454545454545
5758,cokezero400,10,22,Thu Jun 29 16:11:58 2017,3,0.454545454545
2446,huskers,10,22,Sat Sep  2 15:37:57 2017,3,0.454545454545
8372,youretheworst,4,22,Wed Aug  9 17:28:23 2017,2,0.181818181818
9652,scandalabc,8,22,Thu Jan 26 15:10:22 2017,2,0.363636363636
20480,bola2017,11,22,Fri Sep  1 15:37:33 2017,3,0.5
7976,boxingday,13,22,Mon Dec 25 16:23:33 2017,3,0.590909090909
4748,atltraffic,6,22,Mon Jan 23 15:09:10 2017,2,0.272727272727
20249,reclaimingmytime,6,22,Fri Jul 28 15:23:33 2017,2,0.272727272727
13900,salvation,2,22,Wed Jul 12 15:17:09 2017,2,0.0909090909091
9192,actonclimate,7,22,Thu Jun  1 15:00:45 2017,2,0.318181818182
